Year,Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
2024,431,José Azocar,28,SDP,NL,56,17,9,225.2,58,58,0,0,0,1.0,3.0,18.0,-1,-5.0,2.31,2.21,1.04,2.18,,,,,,,7H8/9D,,azocajo01
2024,432,Ryan Noda,28,OAK,AL,32,24,19,225.0,198,178,18,2,24,0.99,2.0,10.0,1,5.0,7.84,7.96,6.13,7.57,,,,,,,3/H9D,,nodary01
2024,433,Dane Myers,28,MIA,NL,39,22,11,222.0,67,59,6,2,1,0.97,-1.0,-3.0,1,5.0,2.64,2.21,1.67,2.18,,,,,,,9H8/7D,,myersda01
2024,434,Leo Rivas,26,SEA,AL,39,23,19,221.0,75,19,54,2,8,0.973,-1.0,-3.0,-1,-5.0,2.97,3.71,1.78,3.55,,,,,,,6H4/D15,,rivasle01
2024,435,Jonathan Aranda,26,TBR,AL,28,25,19,219.0,156,137,19,0,11,1.0,1.0,3.0,1,5.0,6.41,7.25,5.2,6.94,,,,,,,3DH/45,,arandjo01
2024,436,Zack Short,29,3TM,2LG,36,22,19,214.1,59,11,43,5,5,0.915,1.0,3.0,1,6.0,2.27,2.97,1.5,3.07,,,,,,,5H6/4D,,shortza01
2024,436,Zack Short,29,2TM,NL,34,20,17,196.1,53,10,38,5,4,0.906,0.0,2.0,1,6.0,2.2,2.94,1.41,3.06,,,,,,,5H6/4D,,shortza01
2024,436,Zack Short,29,NYM,NL,7,3,1,28.0,10,3,6,1,2,0.9,0.0,17.0,0,0.0,2.89,2.67,1.29,2.93,,,,,,,/H546D,,shortza01
2024,436,Zack Short,29,BOS,AL,2,2,2,18.0,6,1,5,0,1,1.0,0.0,13.0,0,0.0,3.0,3.25,3.0,3.15,,,,,,,/45,,shortza01
2024,436,Zack Short,29,ATL,NL,27,17,16,168.1,43,7,32,4,2,0.907,0.0,0.0,1,7.0,2.09,2.99,1.44,3.1,,,,,,,56/H4D,,shortza01
2024,437,Dillon Dingler,25,DET,AL,27,24,21,213.2,176,168,7,1,0,0.994,0.0,0.0,0,0.0,7.37,9.16,6.48,9.03,4.0,1.0,15.0,2.0,11.8,0.0,2,,dingldi01
2024,438,Bobby Dalbec,29,BOS,AL,35,23,17,213.1,127,101,26,0,9,1.0,4.0,25.0,1,6.0,5.36,5.64,3.53,5.63,,,,,,,35/H9D,,dalbebo01
2024,439,Nasim Nuñez,23,WSN,NL,35,21,19,212.1,123,38,80,5,19,0.959,1.0,6.0,2,11.0,5.0,3.82,3.37,3.79,,,,,,,6H/4D,,nunezna01
2024,440,Logan Gilbert,27,SEA,AL,33,33,1,208.2,38,26,9,3,0,0.921,,,-6,-6.0,1.51,1.31,1.06,1.29,,,,,,,1,ASCYA-6,gilbelo01
2024,441,Trey Cabbage,27,HOU,AL,39,21,16,208.1,32,31,1,0,0,1.0,-2.0,-11.0,2,12.0,1.38,2.27,0.82,2.24,,,,,,,9H7/D,,cabbatr01
2024,442,Seth Lugo,34,KCR,AL,33,33,1,206.2,43,14,29,0,3,1.0,,,5,5.0,1.87,1.31,1.3,1.29,,,,,,,1,ASCYA-2MVP-15GG,lugose01
2024,443,DJ Stewart,30,NYM,NL,36,29,6,206.0,51,49,2,0,1,1.0,-7.0,-41.0,-5,-29.0,2.23,2.36,1.38,2.34,,,,,,,9HD7/3,,stewadj01
2024,444,Weston Wilson,29,PHI,NL,35,21,10,206.0,46,30,14,2,3,0.957,-3.0,-19.0,0,0.0,1.92,2.54,1.16,2.88,,,,,,,7H/549318,,wilsowe01
2024,445,Nick Sogard,26,BOS,AL,31,23,15,205.1,91,32,58,1,10,0.989,1.0,7.0,1,6.0,3.94,3.5,2.57,3.67,,,,,,,4/65H3,,sogarni01
2024,446,Logan Webb,27,SFG,NL,33,33,1,204.2,50,15,33,2,5,0.96,,,-3,-3.0,2.11,1.36,1.45,1.34,,,,,,,1,ASCYA-6,webblo01
2024,447,Mike Trout,32,LAA,AL,24,24,21,203.0,67,65,2,0,1,1.0,0.0,2.0,-1,-6.0,2.97,2.27,2.79,2.24,,,,,,,8/D,,troutmi01
2024,448,Zack Wheeler,34,PHI,NL,32,32,0,200.0,38,21,17,0,1,1.0,,,3,3.0,1.71,1.36,1.19,1.34,,,,,,,1,ASCYA-2MVP-12,wheelza01
2024,449,Aaron Nola,31,PHI,NL,33,33,1,199.1,28,12,16,0,2,1.0,,,1,1.0,1.26,1.36,0.85,1.34,,,,,,,1,CYA-11,nolaaa01
2024,450,Bryce Johnson,28,SDP,NL,43,18,13,194.2,45,43,2,0,0,1.0,2.0,9.0,1,6.0,2.08,2.21,1.05,2.18,,,,,,,9H/78D,,johnsbr03
2024,451,Corbin Burnes,29,BAL,AL,32,32,0,194.1,36,15,17,4,0,0.889,,,-6,-6.0,1.48,1.31,1.0,1.29,,,,,,,1,ASCYA-5,burneco01
2024,452,Chuckie Robinson,29,CHW,AL,26,23,14,193.0,208,196,10,2,1,0.99,1.0,6.0,0,0.0,9.61,9.16,7.92,9.03,0.0,8.0,22.0,9.0,29.0,0.0,2/H,,robinch04
2024,453,José Berríos,30,TOR,AL,32,32,1,192.1,32,12,18,2,1,0.938,,,2,2.0,1.4,1.31,0.94,1.29,,,,,,,1,,berrijo01
2024,454,Tarik Skubal,27,DET,AL,31,31,0,192.0,29,7,19,3,2,0.897,,,3,3.0,1.22,1.31,0.84,1.29,,,,,,,1,ASCYA-1MVP-7,skubata01
2024,455,Ji Hwan Bae,24,PIT,NL,24,21,16,191.2,59,58,1,0,1,1.0,-3.0,-18.0,-1,-6.0,2.77,2.22,2.46,2.26,,,,,,,89/HD4,,baeji01
2024,456,Jace Jung,23,DET,AL,28,23,14,191.0,48,10,34,4,2,0.917,-5.0,-28.0,-6,-38.0,2.07,2.47,1.57,2.49,,,,,,,5H/D4,,jungja01
2024,457,George Kirby,26,SEA,AL,33,33,0,191.0,21,11,9,1,1,0.952,,,-4,-4.0,0.94,1.31,0.61,1.29,,,,,,,1,,kirbyge01
2024,458,Mitch Garver,33,SEA,AL,25,23,18,190.0,192,183,9,0,2,1.0,-1.0,-6.0,-5,-32.0,9.09,9.16,7.68,9.03,0.0,5.0,24.0,5.0,17.2,0.0,D2/H,,garvemi01
2024,459,Dylan Cease,28,SDP,NL,33,33,1,189.1,27,10,17,0,0,1.0,,,2,2.0,1.28,1.36,0.82,1.34,,,,,,,1,CYA-4MVP-22,ceasedy01
2024,460,Akil Baddoo,25,DET,AL,28,21,15,188.2,42,42,0,0,0,1.0,1.0,5.0,-1,-6.0,2.0,2.27,1.5,2.24,,,,,,,7/89H,,baddoak01
2024,461,Jake Irvin,27,WSN,NL,33,33,0,187.2,47,17,28,2,1,0.957,,,6,6.0,2.16,1.36,1.36,1.34,,,,,,,1,,irvinja01
2024,462,Jacob Amaya,25,2TM,AL,24,21,17,187.1,69,34,34,1,10,0.986,0.0,-3.0,3,19.0,3.27,3.7,2.83,3.66,,,,,,,6/4,,amayaja01
2024,462,Jacob Amaya,25,HOU,AL,1,0,0,2.0,4,2,2,0,1,1.0,0.0,120.0,0,0.0,18.0,4.05,4.0,3.9,,,,,,,/4,,amayaja01
2024,462,Jacob Amaya,25,CHW,AL,23,21,17,185.1,65,32,32,1,9,0.985,-1.0,-4.0,3,19.0,3.11,3.7,2.78,3.65,,,,,,,6,,amayaja01
2024,463,Cole Ragans,26,KCR,AL,32,32,1,186.1,26,7,19,0,1,1.0,,,3,3.0,1.26,1.31,0.81,1.29,,,,,,,1,ASCYA-4,raganco01
2024,464,Omar Narváez,32,NYM,NL,28,21,13,186.0,193,184,4,5,3,0.974,-4.0,-26.0,-7,-45.0,9.1,9.06,6.71,8.94,0.0,8.0,33.0,2.0,5.7,0.0,2,,narvaom01
2024,465,Charlie Blackmon,37,COL,NL,26,24,12,185.2,40,38,2,0,0,1.0,-2.0,-13.0,-2,-13.0,1.94,2.21,1.54,2.18,,,,,,,D9H/8,,blackch02
2024,466,Pablo López,28,MIN,AL,32,32,0,185.1,25,11,13,1,1,0.96,,,-2,-2.0,1.17,1.31,0.75,1.29,,,,,,,1,,lopezpa01
2024,467,Griffin Conine,26,MIA,NL,25,21,17,185.0,46,41,4,1,2,0.978,1.0,8.0,6,39.0,2.19,2.21,1.8,2.18,,,,,,,9/7HD,,coningr01
2024,468,Ryan Kreidler,26,DET,AL,34,19,11,184.2,88,22,64,2,13,0.977,3.0,18.0,1,6.0,4.19,3.5,2.39,3.3,,,,,,,6/5H78D,,kreidry01
2024,469,Kutter Crawford,28,BOS,AL,33,33,0,183.2,26,18,8,0,1,1.0,,,1,1.0,1.27,1.31,0.79,1.29,,,,,,,1,,crawfku01
2024,470,Brian Serven,29,TOR,AL,27,19,15,182.0,174,168,5,1,0,0.994,-1.0,-7.0,2,13.0,8.55,9.16,6.41,9.03,3.0,4.0,15.0,2.0,11.8,0.0,2/H,,servebr01
2024,471,Luis Severino,30,NYM,NL,31,31,1,182.0,44,9,30,5,2,0.886,,,5,5.0,1.93,1.36,1.26,1.34,,,,,,,1,,severlu01
2024,472,Sean Manaea,32,NYM,NL,32,32,0,181.2,22,3,17,2,0,0.909,,,0,0.0,0.99,1.36,0.63,1.34,,,,,,,1,CYA-11,manaese01
2024,473,Brandon Pfaadt,25,ARI,NL,32,32,0,181.2,19,7,11,1,0,0.947,,,-1,-1.0,0.89,1.36,0.56,1.34,,,,,,,1,,pfaadbr01
2024,474,Cristopher Sánchez,27,PHI,NL,31,31,2,181.2,39,6,28,5,0,0.872,,,3,3.0,1.68,1.36,1.1,1.34,,,,,,,1,ASCYA-10,sanchcr01
2024,475,Kevin Gausman,33,TOR,AL,31,31,2,181.0,17,7,9,1,0,0.941,,,-2,-2.0,0.8,1.31,0.52,1.29,,,,,,,1,,gausmke01
2024,476,JP Sears,28,OAK,AL,32,32,0,180.2,21,3,17,1,2,0.952,,,-2,-2.0,1.0,1.31,0.63,1.29,,,,,,,1,,searsjp01
2024,477,Bryce Miller,25,SEA,AL,31,31,0,180.1,23,11,11,1,0,0.957,,,0,0.0,1.1,1.31,0.71,1.29,,,,,,,1,,millebr04
2024,478,Adrian Del Castillo,24,ARI,NL,24,19,17,179.2,181,171,7,3,1,0.983,-4.0,-27.0,-2,-13.0,8.92,9.06,7.42,8.94,0.0,7.0,27.0,2.0,6.9,1.0,2/H,,delcaad01
2024,479,Brady Singer,27,KCR,AL,32,32,0,179.2,34,14,19,1,0,0.971,,,3,3.0,1.65,1.31,1.03,1.29,,,,,,,1,,singebr01
2024,480,Tyler Anderson,34,LAA,AL,31,31,0,179.1,25,15,9,1,1,0.96,,,-1,-1.0,1.2,1.31,0.77,1.29,,,,,,,1,AS,anderty01
2024,481,Brandon Crawford,37,STL,NL,25,21,15,179.0,67,18,48,1,10,0.985,-2.0,-10.0,-1,-7.0,3.32,3.48,2.64,3.37,,,,,,,6/5HD1,,crawfbr01
2024,482,Tanner Houck,28,BOS,AL,30,30,1,178.2,51,32,19,0,2,1.0,,,2,2.0,2.57,1.31,1.7,1.29,,,,,,,1,AS,houckta01
2024,483,Bailey Ober,28,MIN,AL,31,31,1,178.2,29,11,17,1,0,0.966,,,3,3.0,1.41,1.31,0.9,1.29,,,,,,,1,,oberba01
2024,484,Mitch Keller,28,PIT,NL,31,31,1,178.0,31,10,21,0,3,1.0,,,-1,-1.0,1.57,1.36,1.0,1.34,,,,,,,1,,kellemi03
2024,485,Braden Shewmake,26,CHW,AL,25,21,15,178.0,64,13,48,3,7,0.953,-1.0,-4.0,-1,-7.0,3.08,3.37,2.44,3.33,,,,,,,6/54HD,,shewmbr01
2024,486,Chris Sale,35,ATL,NL,29,29,0,177.2,31,9,22,0,1,1.0,,,4,5.0,1.57,1.36,1.07,1.34,,,,,,,1,ASCYA-1MVP-7GG,salech01
2024,487,Erick Fedde,31,2TM,2LG,31,31,0,177.1,23,13,9,1,1,0.957,,,-1,-1.0,1.12,1.32,0.71,1.31,,,,,,,1,,feddeer01
2024,487,Erick Fedde,31,CHW,AL,21,21,0,121.2,16,10,5,1,1,0.938,,,-1,-2.0,1.11,1.31,0.71,1.29,,,,,,,1,,feddeer01
2024,487,Erick Fedde,31,STL,NL,10,10,0,55.2,7,3,4,0,0,1.0,,,0,0.0,1.13,1.36,0.7,1.34,,,,,,,1,,feddeer01
2024,488,Ryan Bliss,24,SEA,AL,25,20,14,177.0,79,36,42,1,14,0.987,-1.0,-4.0,2,14.0,3.97,3.97,3.12,3.91,,,,,,,4H/D,,blissry01
2024,489,Framber Valdez,30,HOU,AL,28,28,1,176.1,19,2,16,1,3,0.947,,,-1,-1.0,0.92,1.31,0.64,1.29,,,,,,,1,CYA-7MVP-15,valdefr01
2024,490,Yusei Kikuchi,33,2TM,AL,32,32,0,175.2,20,7,13,0,0,1.0,,,2,2.0,1.02,1.31,0.63,1.29,,,,,,,1,CYA-9,kikucyu01
2024,490,Yusei Kikuchi,33,TOR,AL,22,22,0,115.2,16,5,11,0,0,1.0,,,3,5.0,1.24,1.31,0.73,1.29,,,,,,,1,,kikucyu01
2024,490,Yusei Kikuchi,33,HOU,AL,10,10,0,60.0,4,2,2,0,0,1.0,,,-1,-3.0,0.6,1.31,0.4,1.29,,,,,,,1,,kikucyu01
2024,491,Luis Castillo,31,SEA,AL,30,30,0,175.1,12,6,5,1,1,0.917,,,-2,-2.0,0.56,1.31,0.37,1.29,,,,,,,1,,castilu02
2024,492,Carlos Rodón,31,NYY,AL,32,32,0,175.0,14,4,10,0,0,1.0,,,-1,-1.0,0.72,1.31,0.44,1.29,,,,,,,1,,rodonca01
2024,493,Will Wagner,25,TOR,AL,21,19,17,175.0,85,31,53,1,12,0.988,0.0,1.0,1,7.0,4.32,4.04,3.82,4.09,,,,,,,4/H3D,,wagnewi01
2024,494,Patrick Corbin,34,WSN,NL,32,32,0,174.2,25,3,22,0,1,1.0,,,1,1.0,1.29,1.36,0.78,1.34,,,,,,,1,,corbipa01
2024,495,Nestor Cortes,29,NYY,AL,31,30,0,174.1,15,5,10,0,1,1.0,,,2,2.0,0.77,1.31,0.48,1.29,,,,,,,1,,cortene01
2024,496,Max Fried,30,ATL,NL,29,29,2,174.1,27,10,17,0,0,1.0,,,0,0.0,1.39,1.36,0.93,1.34,,,,,,,1,AS,friedma01
2024,497,Tanner Bibee,25,CLE,AL,31,31,0,173.2,35,12,21,2,1,0.943,,,6,7.0,1.71,1.31,1.06,1.29,,,,,,,1,,bibeeta01
2024,498,Michael King,29,SDP,NL,31,30,0,173.2,32,10,21,1,2,0.969,,,4,5.0,1.61,1.36,1.0,1.34,,,,,,,1,CYA-7,kingmi01
2024,499,Freddy Peralta,28,MIL,NL,32,32,0,173.2,32,16,15,1,3,0.969,,,1,1.0,1.61,1.36,0.97,1.34,,,,,,,1,,peralfr01
2024,500,Shota Imanaga,30,CHC,NL,29,29,0,173.1,18,4,14,0,1,1.0,,,3,3.0,0.93,1.36,0.62,1.34,,,,,,,1,ASCYA-5ROY-4,imanash01
2024,501,Nathan Lukes,29,TOR,AL,21,19,17,173.0,55,50,4,1,0,0.982,5.0,36.0,5,35.0,2.81,2.27,2.57,2.24,,,,,,,7/98HD,,lukesna01
2024,502,Griffin Canning,28,LAA,AL,32,31,0,171.2,32,12,20,0,0,1.0,,,5,6.0,1.68,1.31,1.0,1.29,,,,,,,1,,cannigr01
2024,503,Miles Mikolas,35,STL,NL,32,32,0,171.2,26,13,11,2,1,0.923,,,-1,-1.0,1.26,1.36,0.75,1.34,,,,,,,1,,mikolmi01
2024,504,Bligh Madris,28,DET,AL,21,19,16,171.1,145,140,5,0,12,1.0,-1.0,-4.0,2,14.0,7.62,7.84,6.9,7.65,,,,,,,3/9H,,madribl01
2024,505,Chris Bassitt,35,TOR,AL,31,31,0,171.0,29,12,16,1,3,0.966,,,-1,-1.0,1.47,1.31,0.9,1.29,,,,,,,1,,bassich01
2024,506,Jack López,31,LAA,AL,27,18,11,171.0,103,40,59,4,24,0.961,1.0,8.0,-1,-7.0,5.21,3.89,3.41,3.79,,,,,,,4/6H9,,lopezja03
2024,507,Nathan Eovaldi,34,TEX,AL,29,29,0,170.2,38,29,8,1,0,0.974,,,-1,-1.0,1.95,1.31,1.28,1.29,,,,,,,1,,eovalna01
2024,508,Alan Trejo,28,COL,NL,24,19,12,170.2,74,24,49,1,11,0.986,-2.0,-11.0,0,0.0,3.85,3.83,2.92,3.62,,,,,,,4/5H6D,,trejoal01
2024,509,Jose Quintana,35,NYM,NL,31,31,0,170.1,35,13,22,0,1,1.0,,,2,2.0,1.85,1.36,1.13,1.34,,,,,,,1,,quintjo01
2024,510,Hunter Brown,25,HOU,AL,31,30,0,170.0,32,19,12,1,0,0.969,,,-4,-5.0,1.64,1.31,1.0,1.29,,,,,,,1,,brownhu01
2024,511,Kyle Gibson,36,STL,NL,30,30,0,169.2,28,16,12,0,1,1.0,,,0,0.0,1.49,1.36,0.93,1.34,,,,,,,1,,gibsoky01
2024,512,Kris Bryant,32,COL,NL,22,21,14,169.0,105,101,3,1,10,0.99,-6.0,-45.0,-3,-21.0,5.54,5.05,4.73,4.91,,,,,,,D93,,bryankr01
2024,513,Colin Rea,33,MIL,NL,32,27,0,167.2,40,20,15,5,0,0.875,,,-2,-2.0,1.88,1.36,1.09,1.34,,,,,,,1,,reaco01
2024,514,Ronel Blanco,30,HOU,AL,30,29,1,167.1,32,19,10,3,1,0.906,,,1,1.0,1.56,1.31,0.97,1.29,,,,,,,1,,blancro01
2024,515,Jon Berti,34,NYY,AL,21,18,17,167.0,45,8,34,3,4,0.933,2.0,16.0,2,14.0,2.26,2.58,2.0,2.57,,,,,,,5/H47D,,bertijo01
2024,516,Bryan Ramos,22,CHW,AL,21,19,17,167.0,55,16,38,1,4,0.982,-2.0,-14.0,-1,-7.0,2.91,2.47,2.57,2.44,,,,,,,5/DH,,ramosbr01
2024,517,Michael Wacha,32,KCR,AL,29,29,0,166.2,29,9,20,0,3,1.0,,,5,6.0,1.57,1.31,1.0,1.29,,,,,,,1,,wachami01
2024,518,MacKenzie Gore,25,WSN,NL,32,32,0,166.1,18,2,13,3,1,0.833,,,-3,-4.0,0.81,1.36,0.47,1.34,,,,,,,1,,gorema01
2024,519,Sonny Gray,34,STL,NL,28,28,0,166.1,31,14,17,0,1,1.0,,,-2,-2.0,1.68,1.36,1.11,1.34,,,,,,,1,,grayso01
2024,520,Charlie Morton,40,ATL,NL,30,30,0,165.1,33,9,21,3,0,0.909,,,3,4.0,1.63,1.36,1.0,1.34,,,,,,,1,,mortoch02
2024,521,Jameson Taillon,32,CHC,NL,28,28,0,165.1,26,14,11,1,0,0.962,,,-2,-2.0,1.36,1.36,0.89,1.34,,,,,,,1,,taillja01
2024,522,Zach Eflin,30,2TM,AL,28,28,0,165.1,27,7,20,0,0,1.0,,,4,5.0,1.47,1.31,0.96,1.29,,,,,,,1,,eflinza01
2024,522,Zach Eflin,30,TBR,AL,19,19,0,110.0,16,5,11,0,0,1.0,,,2,4.0,1.31,1.31,0.84,1.29,,,,,,,1,,eflinza01
2024,522,Zach Eflin,30,BAL,AL,9,9,0,55.1,11,2,9,0,0,1.0,,,2,7.0,1.79,1.3,1.22,1.29,,,,,,,/1,,eflinza01
2024,523,Austin Gomber,30,COL,NL,30,30,0,165.0,22,6,15,1,0,0.955,,,2,2.0,1.15,1.36,0.7,1.34,,,,,,,1,,gombeau01
2024,524,Joshua Palacios,28,PIT,NL,20,19,14,163.0,28,27,1,0,0,1.0,0.0,-3.0,-2,-15.0,1.55,2.21,1.4,2.18,,,,,,,9/78H,,palacjo01
2024,525,Brayan Bello,25,BOS,AL,30,30,0,162.1,38,20,16,2,1,0.947,,,0,0.0,2.0,1.31,1.2,1.29,,,,,,,1,,bellobr01
2024,526,Ryan Feltner,27,COL,NL,30,30,0,162.1,20,12,8,0,1,1.0,,,-3,-4.0,1.11,1.36,0.67,1.34,,,,,,,1,,feltnry01
2024,527,Jack Flaherty,28,2TM,2LG,28,28,0,162.0,19,10,9,0,0,1.0,,,-1,-1.0,1.06,1.33,0.68,1.31,,,,,,,1,,flaheja01
2024,527,Jack Flaherty,28,DET,AL,18,18,0,106.2,12,6,6,0,0,1.0,,,0,0.0,1.01,1.31,0.67,1.29,,,,,,,1,,flaheja01
2024,527,Jack Flaherty,28,LAD,NL,10,10,0,55.1,7,4,3,0,0,1.0,,,-1,-4.0,1.14,1.37,0.7,1.34,,,,,,,1,,flaheja01
2024,528,Jonatan Clase,22,2TM,AL,22,18,14,161.0,33,33,0,0,0,1.0,0.0,3.0,-2,-15.0,1.84,2.27,1.5,2.24,,,,,,,7/8HD,,clasejo01
2024,528,Jonatan Clase,22,SEA,AL,16,12,8,109.0,21,21,0,0,0,1.0,1.0,7.0,0,0.0,1.73,2.27,1.31,2.24,,,,,,,7/H8D,,clasejo01
2024,528,Jonatan Clase,22,TOR,AL,6,6,6,52.0,12,12,0,0,0,1.0,0.0,-5.0,-2,-46.0,2.08,2.27,2.0,2.23,,,,,,,/8H,,clasejo01
2024,529,Aaron Civale,29,2TM,2LG,31,31,0,161.0,20,10,10,0,0,1.0,,,1,1.0,1.12,1.34,0.65,1.31,,,,,,,1,,civalaa01
2024,529,Aaron Civale,29,TBR,AL,17,17,0,87.0,4,2,2,0,0,1.0,,,0,0.0,0.41,1.31,0.24,1.29,,,,,,,1,,civalaa01
2024,529,Aaron Civale,29,MIL,NL,14,14,0,74.0,16,8,8,0,0,1.0,,,1,3.0,1.95,1.36,1.14,1.34,,,,,,,1,,civalaa01
2024,530,Chris Flexen,29,CHW,AL,33,31,0,160.0,28,8,20,0,3,1.0,,,4,5.0,1.58,1.31,0.85,1.29,,,,,,,1,,flexech01
2024,531,Andrew Heaney,33,TEX,AL,32,31,0,160.0,12,4,8,0,0,1.0,,,-1,-1.0,0.68,1.31,0.38,1.29,,,,,,,1,,heanean01
2024,532,Zack Littell,28,TBR,AL,29,29,0,156.1,21,11,9,1,2,0.952,,,-2,-3.0,1.15,1.31,0.69,1.29,,,,,,,1,,litteza01
2024,533,Oliver Dunn,26,MIL,NL,28,18,9,156.0,48,11,37,0,4,1.0,4.0,34.0,3,23.0,2.77,2.61,1.66,2.76,,,,,,,5H/D34,,dunnol01
2024,534,Marcus Stroman,33,NYY,AL,30,29,0,154.2,32,13,18,1,1,0.969,,,-2,-3.0,1.8,1.31,1.03,1.29,,,,,,,1,,stromma01
2024,535,Eric Wagaman,26,LAA,AL,18,17,17,153.1,54,11,39,4,4,0.926,1.0,6.0,3,23.0,2.93,2.47,2.78,2.43,,,,,,,5/7H,,wagamer01
2024,536,Luis Gil,26,NYY,AL,29,29,0,151.2,22,14,5,3,1,0.864,,,0,0.0,1.13,1.31,0.66,1.29,,,,,,,1,ROY-1,gillu01
2024,537,Eric Haase,31,MIL,NL,23,16,14,151.1,149,144,3,2,0,0.987,-1.0,-8.0,-2,-16.0,8.74,9.06,6.39,8.94,0.0,3.0,17.0,2.0,10.5,0.0,2/HD,,haaseer01
2024,538,Mitch Spence,26,OAK,AL,35,24,0,151.1,24,11,12,1,1,0.958,,,0,0.0,1.37,1.31,0.66,1.29,,,,,,,1,,spencmi01
2024,539,Ben Lively,32,CLE,AL,29,29,0,151.0,16,4,12,0,1,1.0,,,-1,-1.0,0.95,1.31,0.55,1.29,,,,,,,1,,livelbe01
2024,540,Mitchell Parker,24,WSN,NL,29,29,0,151.0,13,2,6,5,0,0.615,,,-4,-5.0,0.48,1.36,0.28,1.34,,,,,,,1,,parkemi01
2024,541,Ryne Nelson,26,ARI,NL,28,25,0,150.2,17,8,8,1,0,0.941,,,1,1.0,0.96,1.36,0.57,1.34,,,,,,,1,,nelsory01
2024,542,Ranger Suárez,28,PHI,NL,27,27,1,150.2,34,7,27,0,1,1.0,,,5,7.0,2.03,1.36,1.26,1.34,,,,,,,1,AS,suarera01
2024,543,Frankie Montas,31,2TM,NL,30,30,0,150.2,28,15,13,0,0,1.0,,,-1,-1.0,1.67,1.36,0.93,1.34,,,,,,,1,,montafr02
2024,543,Frankie Montas,31,CIN,NL,19,19,0,93.1,21,10,11,0,0,1.0,,,1,2.0,2.03,1.36,1.11,1.34,,,,,,,1,,montafr02
2024,543,Frankie Montas,31,MIL,NL,11,11,0,57.1,7,5,2,0,0,1.0,,,-2,-7.0,1.1,1.37,0.64,1.34,,,,,,,1,,montafr02
2024,544,Hunter Greene,24,CIN,NL,26,26,0,150.1,14,5,9,0,0,1.0,,,-1,-1.0,0.84,1.36,0.54,1.34,,,,,,,1,ASCYA-8,greenhu01
2024,545,Cal Quantrill,29,COL,NL,29,29,0,148.1,21,8,13,0,1,1.0,,,1,1.0,1.27,1.36,0.72,1.34,,,,,,,1,,quantca01
2024,546,Zac Gallen,28,ARI,NL,28,28,0,148.0,19,12,7,0,0,1.0,,,-3,-4.0,1.16,1.36,0.68,1.34,,,,,,,1,,galleza01
2024,547,Drew Millas,26,WSN,NL,18,17,17,148.0,152,143,8,1,1,0.993,1.0,8.0,0,0.0,9.18,9.06,8.39,8.94,1.0,8.0,12.0,5.0,29.4,0.0,2/HD,,milladr01
2024,548,Javier Assad,26,CHC,NL,29,29,0,147.0,23,8,14,1,2,0.957,,,2,3.0,1.35,1.36,0.76,1.34,,,,,,,1,,assadja01
2024,549,Jacob Hurtubise,26,CIN,NL,21,17,9,147.0,35,32,3,0,0,1.0,0.0,-2.0,1,8.0,2.14,2.21,1.67,2.18,,,,,,,7/HD9,,hurtuja01
2024,550,Matt Waldron,27,SDP,NL,27,26,0,146.2,19,5,14,0,2,1.0,,,0,0.0,1.17,1.36,0.7,1.34,,,,,,,1,,waldrma01
2024,551,Garrett Crochet,25,CHW,AL,31,31,0,146.0,13,4,8,1,1,0.923,,,-4,-5.0,0.74,1.31,0.38,1.29,,,,,,,1,AS,crochga01
2024,552,Kyren Paris,22,LAA,AL,18,17,12,146.0,68,22,45,1,8,0.985,2.0,19.0,0,0.0,4.13,3.95,3.53,3.88,,,,,,,4/H6D,,parisky01
2024,553,Nick Pivetta,31,BOS,AL,27,26,0,145.2,16,8,7,1,0,0.938,,,1,1.0,0.93,1.31,0.56,1.29,,,,,,,1,,pivetni01
2024,554,Spencer Arrighetti,24,HOU,AL,29,28,0,145.0,13,5,8,0,0,1.0,,,-2,-3.0,0.81,1.31,0.45,1.29,,,,,,,1,,arrigsp01
2024,555,Estevan Florial,26,CLE,AL,22,16,9,144.0,37,35,1,1,0,0.973,0.0,-1.0,3,25.0,2.25,2.27,1.64,2.24,,,,,,,79D/H8,,flories01
2024,556,Mason McCoy,29,SDP,NL,19,16,14,143.2,53,20,33,0,7,1.0,-3.0,-23.0,0,0.0,3.32,3.82,2.79,3.77,,,,,,,6,,mccoyma01
2024,557,Chadwick Tromp,29,ATL,NL,19,16,10,142.2,138,131,7,0,0,1.0,1.0,8.0,2,17.0,8.71,9.07,7.26,8.94,0.0,5.0,12.0,5.0,29.4,0.0,2,,trompch01
2024,558,Bailey Falter,27,PIT,NL,28,28,0,142.1,17,6,11,0,0,1.0,,,-1,-1.0,1.07,1.36,0.61,1.34,,,,,,,1,,falteba01
2024,559,Nick Martinez,33,CIN,NL,42,16,1,142.1,28,10,15,3,1,0.893,,,1,1.0,1.58,1.36,0.6,1.34,,,,,,,1,,martini01
2024,560,Pablo Reyes,30,BOS,AL,21,15,9,142.0,62,20,38,4,4,0.935,-1.0,-5.0,-2,-17.0,3.68,3.38,2.32,3.46,,,,,,,5/436H1,,reyespa01
